RowID,OrderID,OrderDate,ShipDate,ShipDays,CustomerID,ProductKey,GeographyKey,ShipModeKey,Sales
879,US-2021-158638,2021-09-17,2021-09-21,4,AG-10765,664,302,4,5.892
4128,CA-2021-127299,2021-09-19,2021-09-24,5,JL-15835,1391,400,4,67.344
4129,CA-2021-127299,2021-09-19,2021-09-24,5,JL-15835,1663,400,4,2624.985
7378,CA-2021-132787,2021-09-19,2021-09-23,4,MC-18130,1334,625,4,92.52
9041,CA-2021-138177,2021-09-19,2021-09-24,5,ND-18460,361,451,4,73.915
323,CA-2021-156601,2021-09-19,2021-09-24,5,FA-14230,933,493,4,7.16
8575,CA-2021-159849,2021-09-19,2021-09-19,0,JK-15640,939,529,1,5.67
4251,CA-2021-168130,2021-09-19,2021-09-19,0,BS-11365,109,263,1,887.103
263,US-2021-106992,2021-09-19,2021-09-21,2,SB-20290,1675,153,3,3059.982
264,US-2021-106992,2021-09-19,2021-09-21,2,SB-20290,1701,153,3,2519.958
8867,CA-2021-120411,2021-09-20,2021-09-23,3,SB-20185,9,10,2,493.43
8868,CA-2021-120411,2021-09-20,2021-09-23,3,SB-20185,1851,10,2,11.12
9394,CA-2021-125997,2021-09-20,2021-09-23,3,MW-18220,1813,263,2,629.95
9395,CA-2021-125997,2021-09-20,2021-09-23,3,MW-18220,75,263,2,631.782
9396,CA-2021-125997,2021-09-20,2021-09-23,3,MW-18220,17,263,2,801.568
9397,CA-2021-125997,2021-09-20,2021-09-23,3,MW-18220,973,263,2,75.18
9398,CA-2021-125997,2021-09-20,2021-09-23,3,MW-18220,430,263,2,30.98
9399,CA-2021-125997,2021-09-20,2021-09-23,3,MW-18220,1828,263,2,1349.91
8956,CA-2021-126480,2021-09-20,2021-09-24,4,HG-14965,1162,525,4,8.56
4241,CA-2021-133704,2021-09-20,2021-09-26,6,MA-17995,477,494,4,43.92
4242,CA-2021-133704,2021-09-20,2021-09-26,6,MA-17995,788,494,4,20.232
2218,CA-2021-151953,2021-09-20,2021-09-25,5,DB-13555,606,343,4,2.816
794,CA-2021-156433,2021-09-20,2021-09-26,6,ES-14020,988,529,4,9.96
795,CA-2021-156433,2021-09-20,2021-09-26,6,ES-14020,1128,529,4,21.72
5237,CA-2021-166744,2021-09-20,2021-09-24,4,DN-13690,154,213,4,164.22
5238,CA-2021-166744,2021-09-20,2021-09-24,4,DN-13690,31,213,4,362.94
5239,CA-2021-166744,2021-09-20,2021-09-24,4,DN-13690,1522,213,4,59.98
126,US-2021-134614,2021-09-20,2021-09-25,5,PF-19165,335,3,4,617.7
7103,CA-2021-117478,2021-09-21,2021-09-24,3,LH-16750,671,304,2,6.57
9050,CA-2021-124513,2021-09-21,2021-09-25,4,SL-20155,514,263,4,66.03
2791,CA-2021-125514,2021-09-21,2021-09-22,1,BM-11650,435,112,2,25.96
2792,CA-2021-125514,2021-09-21,2021-09-22,1,BM-11650,392,112,2,36.27
2793,CA-2021-125514,2021-09-21,2021-09-22,1,BM-11650,1298,112,2,6.48
3162,CA-2021-153969,2021-09-21,2021-09-25,4,HF-14995,900,528,4,15.56
3163,CA-2021-153969,2021-09-21,2021-09-25,4,HF-14995,862,528,4,78.35
3164,CA-2021-153969,2021-09-21,2021-09-25,4,HF-14995,591,528,4,59.52
3165,CA-2021-153969,2021-09-21,2021-09-25,4,HF-14995,1238,528,4,38.52
3166,CA-2021-153969,2021-09-21,2021-09-25,4,HF-14995,1840,528,4,239.984
3167,CA-2021-153969,2021-09-21,2021-09-25,4,HF-14995,1127,528,4,19.35
4235,CA-2021-168823,2021-09-21,2021-09-24,3,MA-17560,1123,305,2,11.352
4236,CA-2021-168823,2021-09-21,2021-09-24,3,MA-17560,1026,305,2,20.808
392,US-2021-135972,2021-09-21,2021-09-23,2,JG-15115,1810,613,3,246.384
393,US-2021-135972,2021-09-21,2021-09-23,2,JG-15115,1633,613,3,1799.97
5305,US-2021-166310,2021-09-21,2021-09-23,2,JS-15940,180,148,2,8.544
5725,CA-2021-103191,2021-09-22,2021-09-27,5,VG-21805,1401,10,4,331.536
964,CA-2021-127488,2021-09-22,2021-09-24,2,MS-17365,1014,332,3,4.608
9656,CA-2021-156160,2021-09-22,2021-09-29,7,AS-10090,158,265,4,97.44
9657,CA-2021-156160,2021-09-22,2021-09-29,7,AS-10090,713,265,4,3.984
9658,CA-2021-156160,2021-09-22,2021-09-29,7,AS-10090,492,265,4,13.04
9659,CA-2021-156160,2021-09-22,2021-09-29,7,AS-10090,127,265,4,579.528
8233,CA-2021-158225,2021-09-22,2021-09-28,6,SE-20110,1366,532,4,169.45
8234,CA-2021-158225,2021-09-22,2021-09-28,6,SE-20110,1431,532,4,40.68
7483,CA-2021-113964,2021-09-23,2021-09-30,7,JP-16135,676,263,4,18.464
4097,CA-2021-116904,2021-09-23,2021-09-28,5,SC-20095,1290,93,4,32.4
4098,CA-2021-116904,2021-09-23,2021-09-28,5,SC-20095,1327,93,4,404.9
4099,CA-2021-116904,2021-09-23,2021-09-28,5,SC-20095,783,93,4,9449.95
4100,CA-2021-116904,2021-09-23,2021-09-28,5,SC-20095,747,93,4,12.94
5641,CA-2021-147900,2021-09-23,2021-09-28,5,JK-15640,1061,286,4,28.8
6945,CA-2021-148369,2021-09-23,2021-09-27,4,TH-21115,853,206,4,11.12
3608,CA-2021-163559,2021-09-23,2021-09-28,5,ST-20530,674,265,3,139.44
9291,CA-2021-163650,2021-09-23,2021-09-25,2,TT-21220,604,205,2,9.84
9292,CA-2021-163650,2021-09-23,2021-09-25,2,TT-21220,781,205,2,34.5
3352,US-2021-134733,2021-09-23,2021-09-28,5,BM-11650,37,526,4,435.999
3353,US-2021-134733,2021-09-23,2021-09-28,5,BM-11650,1893,526,4,83.984
366,CA-2021-123344,2021-09-24,2021-09-29,5,JD-16060,1368,528,4,211.96
7050,CA-2021-141355,2021-09-25,2021-09-30,5,BF-11005,538,552,4,14.576
2825,US-2021-112914,2021-09-25,2021-09-30,5,MT-18070,1220,154,4,33.792
2826,US-2021-112914,2021-09-25,2021-09-30,5,MT-18070,33,154,4,300.5328
2827,US-2021-112914,2021-09-25,2021-09-30,5,MT-18070,701,154,4,2.724
2828,US-2021-112914,2021-09-25,2021-09-30,5,MT-18070,891,154,4,3.264
9621,CA-2021-115133,2021-09-26,2021-09-30,4,DA-13450,457,287,4,16.704
9622,CA-2021-115133,2021-09-26,2021-09-30,4,DA-13450,1563,287,4,3.152
9623,CA-2021-115133,2021-09-26,2021-09-30,4,DA-13450,1079,287,4,32.896
2906,CA-2021-127586,2021-09-26,2021-09-30,4,CS-12400,1337,625,4,310.12
5469,CA-2021-132451,2021-09-26,2021-09-27,1,KF-16285,101,527,2,585.552
5470,CA-2021-132451,2021-09-26,2021-09-27,1,KF-16285,1290,527,2,19.44
8050,CA-2021-144974,2021-09-26,2021-09-30,4,CM-12715,682,304,4,5.97
8051,CA-2021-144974,2021-09-26,2021-09-30,4,CM-12715,162,304,4,21.184
8052,CA-2021-144974,2021-09-26,2021-09-30,4,CM-12715,394,304,4,41.376
2543,CA-2021-164385,2021-09-26,2021-10-01,5,NB-18580,406,303,3,143.952
1360,US-2021-151925,2021-09-26,2021-10-01,5,KT-16465,113,499,3,145.568
2107,US-2021-152723,2021-09-26,2021-09-26,0,HG-14965,651,165,1,0.876
314,CA-2021-120887,2021-09-27,2021-10-03,6,TS-21205,190,241,4,87.54
3313,US-2021-133130,2021-09-27,2021-10-01,4,TH-21100,52,526,4,603.92
3314,US-2021-133130,2021-09-27,2021-10-01,4,TH-21100,1181,526,4,81.98
1325,CA-2021-107153,2021-09-28,2021-10-03,5,GZ-14545,1334,224,4,46.26
9042,CA-2021-114335,2021-09-28,2021-10-03,5,XP-21865,184,341,4,337.088
1731,CA-2021-125136,2021-09-28,2021-10-03,5,KD-16495,1126,403,4,96.256
1732,CA-2021-125136,2021-09-28,2021-10-03,5,KD-16495,1215,403,4,10.688
9730,CA-2021-111962,2021-09-29,2021-10-04,5,EB-14170,765,625,4,10.048
9731,CA-2021-111962,2021-09-29,2021-10-04,5,EB-14170,1364,625,4,807.75
4052,CA-2021-122931,2021-09-29,2021-10-03,4,SM-20950,606,303,4,4.224
4053,CA-2021-122931,2021-09-29,2021-10-03,4,SM-20950,362,303,4,409.272
4054,CA-2021-122931,2021-09-29,2021-10-03,4,SM-20950,1019,303,4,55.44
4055,CA-2021-122931,2021-09-29,2021-10-03,4,SM-20950,1100,303,4,20.928
4056,CA-2021-122931,2021-09-29,2021-10-03,4,SM-20950,1437,303,4,1801.632
4057,CA-2021-122931,2021-09-29,2021-10-03,4,SM-20950,363,303,4,67.176
5796,CA-2021-124856,2021-09-29,2021-10-03,4,LD-17005,1337,263,3,1395.54
5797,CA-2021-124856,2021-09-29,2021-10-03,4,LD-17005,295,263,3,117.36
5798,CA-2021-124856,2021-09-29,2021-10-03,4,LD-17005,967,263,3,18.9
5799,CA-2021-124856,2021-09-29,2021-10-03,4,LD-17005,1124,263,3,77.52
5626,CA-2021-126683,2021-09-29,2021-10-01,2,PP-18955,270,625,3,6.16
5627,CA-2021-126683,2021-09-29,2021-10-01,2,PP-18955,337,625,3,2348.82
1142,CA-2021-146969,2021-09-29,2021-10-03,4,AP-10915,273,498,4,204.6
1143,CA-2021-146969,2021-09-29,2021-10-03,4,AP-10915,953,498,4,8.72
1144,CA-2021-146969,2021-09-29,2021-10-03,4,AP-10915,1297,498,4,6.48
1145,CA-2021-146969,2021-09-29,2021-10-03,4,AP-10915,1694,498,4,686.32
1146,CA-2021-146969,2021-09-29,2021-10-03,4,AP-10915,1355,498,4,62.18
1791,CA-2021-102008,2021-09-30,2021-10-04,4,RA-19915,1116,263,4,48.94
3048,CA-2021-137351,2021-09-30,2021-10-04,4,DB-13615,721,624,4,43.176
2335,CA-2021-140886,2021-09-30,2021-10-04,4,KW-16570,447,424,4,69.216
7398,CA-2021-141649,2021-09-30,2021-09-30,0,DM-12955,424,282,1,795.408
3284,CA-2021-159478,2021-09-30,2021-10-06,6,MH-17785,279,265,4,15.24
2106,US-2021-167633,2021-09-30,2021-10-05,5,BW-11200,1290,333,4,15.552
8706,US-2021-132745,2021-10-01,2021-10-05,4,NF-18475,951,581,4,4.71
3223,CA-2021-108189,2021-10-02,2021-10-05,3,ES-14080,1034,459,2,9.408
3224,CA-2021-108189,2021-10-02,2021-10-05,3,ES-14080,941,459,2,4.672
3225,CA-2021-108189,2021-10-02,2021-10-05,3,ES-14080,1739,459,2,318.4
3226,CA-2021-108189,2021-10-02,2021-10-05,3,ES-14080,883,459,2,12.768
3227,CA-2021-108189,2021-10-02,2021-10-05,3,ES-14080,1480,459,2,15.36
3228,CA-2021-108189,2021-10-02,2021-10-05,3,ES-14080,1849,459,2,230.376
3229,CA-2021-108189,2021-10-02,2021-10-05,3,ES-14080,1517,459,2,7.16
5600,CA-2021-108903,2021-10-03,2021-10-03,0,DO-13435,550,278,1,55.984
5601,CA-2021-108903,2021-10-03,2021-10-03,0,DO-13435,875,278,1,14.48
5602,CA-2021-108903,2021-10-03,2021-10-03,0,DO-13435,1525,278,1,142.488
8218,CA-2021-120775,2021-10-03,2021-10-07,4,RD-19930,931,141,4,4.344
8219,CA-2021-120775,2021-10-03,2021-10-07,4,RD-19930,171,141,4,31.776
8220,CA-2021-120775,2021-10-03,2021-10-07,4,RD-19930,1025,141,4,4.928
8221,CA-2021-120775,2021-10-03,2021-10-07,4,RD-19930,688,141,4,1.788
8222,CA-2021-120775,2021-10-03,2021-10-07,4,RD-19930,951,141,4,15.072
1351,CA-2021-153976,2021-10-03,2021-10-08,5,BP-11290,71,15,3,258.279
2275,CA-2021-157882,2021-10-03,2021-10-08,5,AR-10405,340,497,3,143.432
2276,CA-2021-157882,2021-10-03,2021-10-08,5,AR-10405,63,497,3,122.352
4877,US-2021-155817,2021-10-03,2021-10-09,6,SL-20155,1319,402,4,61.568
4878,US-2021-155817,2021-10-03,2021-10-09,6,SL-20155,532,402,4,6.192
4948,CA-2021-102085,2021-10-04,2021-10-09,5,JD-16015,1010,625,4,29.24
2724,CA-2021-153479,2021-10-04,2021-10-08,4,DF-13135,1003,545,4,14.45
2725,CA-2021-153479,2021-10-04,2021-10-08,4,DF-13135,762,545,4,95.648
6440,CA-2021-166891,2021-10-04,2021-10-06,2,CC-12220,123,264,2,589.41
6805,CA-2021-152233,2021-10-05,2021-10-06,1,KH-16510,1593,513,2,99.98
6020,CA-2021-152422,2021-10-05,2021-10-10,5,BD-11635,409,278,3,91.92
8830,CA-2021-109680,2021-10-06,2021-10-09,3,VP-21760,1360,40,2,386.34
6356,CA-2021-110611,2021-10-06,2021-10-13,7,JD-16015,1434,302,4,83.92
5418,CA-2021-132542,2021-10-06,2021-10-08,2,AM-10360,774,112,3,15.36
482,CA-2021-134677,2021-10-06,2021-10-10,4,XP-21865,1508,525,4,9.09
724,CA-2021-117429,2021-10-07,2021-10-13,6,MR-17545,296,304,4,129.92
3827,CA-2021-132801,2021-10-07,2021-10-12,5,JG-15805,1358,141,4,107.44
8853,CA-2021-119977,2021-10-08,2021-10-13,5,DN-13690,1236,263,3,123.92
7677,CA-2021-142951,2021-10-08,2021-10-08,0,JG-15115,1562,400,1,23.472
7153,CA-2021-137911,2021-10-09,2021-10-15,6,BP-11095,1060,409,4,88.768
9459,CA-2021-138240,2021-10-09,2021-10-14,5,SJ-20500,521,530,4,144.6
9460,CA-2021-138240,2021-10-09,2021-10-14,5,SJ-20500,1890,530,4,15.992
7546,CA-2021-103492,2021-10-10,2021-10-15,5,CM-12715,1801,157,4,719.952
7547,CA-2021-103492,2021-10-10,2021-10-15,5,CM-12715,1740,157,4,755.944
7548,CA-2021-103492,2021-10-10,2021-10-15,5,CM-12715,750,157,4,11.98
7549,CA-2021-103492,2021-10-10,2021-10-15,5,CM-12715,693,157,4,0.898
4533,CA-2021-140403,2021-10-10,2021-10-10,0,TN-21040,63,500,1,122.352
4534,CA-2021-140403,2021-10-10,2021-10-10,0,TN-21040,865,500,1,15.28
6679,CA-2021-150329,2021-10-10,2021-10-14,4,SD-20485,324,456,4,46.872
8873,US-2021-105137,2021-10-10,2021-10-10,0,RB-19435,1670,278,1,101.994
8874,US-2021-105137,2021-10-10,2021-10-10,0,RB-19435,804,278,1,18.264
9275,US-2021-134054,2021-10-10,2021-10-10,0,FC-14335,539,583,1,255.85
5928,CA-2021-114314,2021-10-11,2021-10-15,4,DB-13555,1021,323,4,7.31
5929,CA-2021-114314,2021-10-11,2021-10-15,4,DB-13555,223,323,4,8.92
4001,CA-2021-116834,2021-10-11,2021-10-16,5,Dp-13240,167,625,4,63.47
4002,CA-2021-116834,2021-10-11,2021-10-16,5,Dp-13240,1625,625,4,345.0
6215,CA-2021-128538,2021-10-11,2021-10-15,4,AS-10240,865,517,4,7.64
4168,CA-2021-157924,2021-10-11,2021-10-13,2,HA-14920,1374,511,2,31.92
4169,CA-2021-157924,2021-10-11,2021-10-13,2,HA-14920,65,511,2,433.568
3266,US-2021-126571,2021-10-11,2021-10-15,4,JF-15565,1354,302,4,281.904
3267,US-2021-126571,2021-10-11,2021-10-15,4,JF-15565,868,302,4,201.432
82,CA-2021-139451,2021-10-12,2021-10-16,4,DN-13690,619,530,4,14.9
83,CA-2021-139451,2021-10-12,2021-10-16,4,DN-13690,1413,530,4,21.39
9440,US-2021-154655,2021-10-12,2021-10-17,5,BP-11050,1451,9,4,22.24
6322,CA-2021-123316,2021-10-13,2021-10-17,4,SP-20545,815,260,4,7.752
9111,CA-2021-132010,2021-10-13,2021-10-15,2,MA-17995,887,443,2,36.4
9112,CA-2021-132010,2021-10-13,2021-10-15,2,MA-17995,1603,443,2,22.96
9113,CA-2021-132010,2021-10-13,2021-10-15,2,MA-17995,1416,443,2,315.2
9114,CA-2021-132010,2021-10-13,2021-10-15,2,MA-17995,852,443,2,15.18
810,CA-2021-151995,2021-10-13,2021-10-15,2,ZC-21910,569,614,2,11.52
811,CA-2021-151995,2021-10-13,2021-10-15,2,ZC-21910,339,614,2,1298.55
812,CA-2021-151995,2021-10-13,2021-10-15,2,ZC-21910,410,614,2,213.92
813,CA-2021-151995,2021-10-13,2021-10-15,2,ZC-21910,1611,614,2,25.78
5592,CA-2021-164742,2021-10-13,2021-10-18,5,ML-17395,71,242,3,245.98
5593,CA-2021-164742,2021-10-13,2021-10-18,5,ML-17395,733,242,3,18.94
9634,CA-2021-151330,2021-10-14,2021-10-17,3,TC-21295,1627,221,2,177.0
9635,CA-2021-151330,2021-10-14,2021-10-17,3,TC-21295,1411,221,2,79.45
9636,CA-2021-151330,2021-10-14,2021-10-17,3,TC-21295,124,221,2,1628.82
5756,CA-2021-163748,2021-10-14,2021-10-18,4,HG-15025,463,146,4,3.16
5757,CA-2021-163748,2021-10-14,2021-10-18,4,HG-15025,1637,146,4,1999.96
4906,US-2021-146353,2021-10-14,2021-10-16,2,JE-15610,691,232,3,22.92
4907,US-2021-146353,2021-10-14,2021-10-16,2,JE-15610,1348,232,3,269.9
9064,US-2021-151015,2021-10-14,2021-10-20,6,BD-11500,1217,10,4,322.192
9065,US-2021-151015,2021-10-14,2021-10-20,6,BD-11500,807,10,4,2.946
9066,US-2021-151015,2021-10-14,2021-10-20,6,BD-11500,1165,10,4,19.136
2695,CA-2021-143182,2021-10-15,2021-10-20,5,DL-12865,238,340,4,15.384
4898,US-2021-122021,2021-10-15,2021-10-17,2,AC-10660,73,293,2,183.372
4899,US-2021-122021,2021-10-15,2021-10-17,2,AC-10660,1157,293,2,7.968
5886,US-2021-109456,2021-10-16,2021-10-17,1,LS-17245,694,529,1,14.352
5887,US-2021-109456,2021-10-16,2021-10-17,1,LS-17245,1549,529,1,179.97
9558,CA-2021-103086,2021-10-17,2021-10-19,2,EB-14170,250,156,3,5.312
6874,CA-2021-124394,2021-10-17,2021-10-22,5,TB-21520,766,130,3,10.78
6875,CA-2021-124394,2021-10-17,2021-10-22,5,TB-21520,1487,130,3,119.976
1976,CA-2021-110408,2021-10-18,2021-10-20,2,AS-10225,1367,320,3,275.97
1977,CA-2021-110408,2021-10-18,2021-10-20,2,AS-10225,1732,320,3,1394.95
1978,CA-2021-110408,2021-10-18,2021-10-20,2,AS-10225,89,320,3,545.88
5234,CA-2021-115084,2021-10-18,2021-10-22,4,LS-17200,130,330,4,605.34
5110,CA-2021-138450,2021-10-18,2021-10-22,4,EH-13765,912,303,4,52.512
5111,CA-2021-138450,2021-10-18,2021-10-22,4,EH-13765,1339,303,4,186.912
5112,CA-2021-138450,2021-10-18,2021-10-22,4,EH-13765,1030,303,4,10.048
7117,CA-2021-143168,2021-10-18,2021-10-23,5,IG-15085,1188,623,3,61.96
7118,CA-2021-143168,2021-10-18,2021-10-23,5,IG-15085,720,623,3,1.344
9462,CA-2021-100867,2021-10-19,2021-10-24,5,EH-14125,1856,491,4,321.552
1594,CA-2021-117317,2021-10-19,2021-10-19,0,JF-15490,1103,496,1,13.44
9338,CA-2021-155264,2021-10-19,2021-10-22,3,RP-19270,669,529,3,2.992
9339,CA-2021-155264,2021-10-19,2021-10-22,3,RP-19270,681,529,3,20.064
9340,CA-2021-155264,2021-10-19,2021-10-22,3,RP-19270,1179,529,3,146.73
9341,CA-2021-155264,2021-10-19,2021-10-22,3,RP-19270,968,529,3,18.75
9342,CA-2021-155264,2021-10-19,2021-10-22,3,RP-19270,1823,529,3,117.576
6554,CA-2021-137092,2021-10-20,2021-10-22,2,LS-16975,1545,10,3,319.968
6555,CA-2021-137092,2021-10-20,2021-10-22,2,LS-16975,1312,10,3,505.32
6556,CA-2021-137092,2021-10-20,2021-10-22,2,LS-16975,1137,10,3,3.808
6557,CA-2021-137092,2021-10-20,2021-10-22,2,LS-16975,817,10,3,8.682
6558,CA-2021-137092,2021-10-20,2021-10-22,2,LS-16975,959,10,3,24.424
47,CA-2021-146703,2021-10-20,2021-10-25,5,PO-18865,1368,86,3,211.96
6537,CA-2021-169684,2021-10-20,2021-10-23,3,FH-14365,376,430,2,328.59
6538,CA-2021-169684,2021-10-20,2021-10-23,3,FH-14365,1331,430,2,98.352
7572,CA-2021-100916,2021-10-21,2021-10-26,5,FH-14275,1339,442,4,194.7
7573,CA-2021-100916,2021-10-21,2021-10-26,5,FH-14275,361,442,4,591.32
7574,CA-2021-100916,2021-10-21,2021-10-26,5,FH-14275,624,442,4,2.84
1889,CA-2021-142587,2021-10-21,2021-10-22,1,TB-21520,440,282,2,121.792
1890,CA-2021-142587,2021-10-21,2021-10-22,1,TB-21520,368,282,2,409.59
6299,CA-2021-169852,2021-10-21,2021-10-26,5,SF-20965,802,525,4,36.36
147,CA-2021-110072,2021-10-22,2021-10-28,6,MG-17680,295,292,4,93.888
7665,CA-2021-151967,2021-10-22,2021-10-26,4,NB-18580,311,387,4,129.92
2530,CA-2021-108707,2021-10-24,2021-10-29,5,DB-12910,1283,339,4,10.368
3745,CA-2021-113047,2021-10-24,2021-10-24,0,AP-10915,918,419,1,11.85
3008,CA-2021-130729,2021-10-24,2021-10-29,5,AA-10375,696,514,4,34.272
7709,CA-2021-139542,2021-10-25,2021-10-29,4,EH-14185,1568,302,4,40.776
7710,CA-2021-139542,2021-10-25,2021-10-29,4,EH-14185,770,302,4,13.698
6129,US-2021-158400,2021-10-25,2021-10-28,3,AH-10030,771,528,2,49.408
4305,CA-2021-162278,2021-10-26,2021-10-30,4,AH-10585,310,624,3,63.92
4306,CA-2021-162278,2021-10-26,2021-10-30,4,AH-10585,1880,624,3,383.96
9418,CA-2021-148285,2021-10-27,2021-11-01,5,RD-19810,1269,403,4,10.368
9419,CA-2021-148285,2021-10-27,2021-11-01,5,RD-19810,1053,403,4,11.952
3843,CA-2021-101931,2021-10-28,2021-10-31,3,TS-21370,693,499,2,7.184
3844,CA-2021-101931,2021-10-28,2021-10-31,3,TS-21370,1476,499,2,6.28
3845,CA-2021-101931,2021-10-28,2021-10-31,3,TS-21370,1474,499,2,480.74
3846,CA-2021-101931,2021-10-28,2021-10-31,3,TS-21370,31,499,2,616.998
3847,CA-2021-101931,2021-10-28,2021-10-31,3,TS-21370,1344,499,2,141.4
7371,CA-2021-107769,2021-10-28,2021-11-01,4,BT-11395,1760,59,4,257.98
488,CA-2021-154627,2021-10-29,2021-10-31,2,SA-20830,1727,8,2,2735.952
9546,CA-2021-166590,2021-10-29,2021-11-02,4,NC-18625,1556,37,4,1.98
9547,CA-2021-166590,2021-10-29,2021-11-02,4,NC-18625,1092,37,4,75.88
2060,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,946,499,4,11.34
2061,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,1377,499,4,80.3
2062,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,684,499,4,15.968
2063,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,1218,499,4,64.74
2064,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,732,499,4,19.296
2065,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,1436,499,4,405.64
2066,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,116,499,4,146.352
2067,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,1566,499,4,251.91
2068,CA-2021-106439,2021-10-31,2021-11-04,4,GG-14650,575,499,4,12.39
6640,CA-2021-108609,2021-10-31,2021-11-02,2,AJ-10780,366,288,3,1421.664
4204,CA-2021-145387,2021-10-31,2021-11-02,2,AM-10705,552,308,3,49.25
4205,CA-2021-145387,2021-10-31,2021-11-02,2,AM-10705,1085,308,3,10.16
4206,CA-2021-145387,2021-10-31,2021-11-02,2,AM-10705,216,308,3,14.76
4207,CA-2021-145387,2021-10-31,2021-11-02,2,AM-10705,763,308,3,34.08
4208,CA-2021-145387,2021-10-31,2021-11-02,2,AM-10705,228,308,3,17.67
4209,CA-2021-145387,2021-10-31,2021-11-02,2,AM-10705,110,308,3,1604.9
4210,CA-2021-145387,2021-10-31,2021-11-02,2,AM-10705,354,308,3,385.686
8304,US-2021-120313,2021-10-31,2021-11-02,2,NL-18310,1804,529,3,73.584
4772,US-2021-167262,2021-10-31,2021-11-03,3,AC-10450,1836,449,3,742.336
4066,CA-2021-102673,2021-11-01,2021-11-05,4,KH-16630,947,400,4,7.52
4067,CA-2021-102673,2021-11-01,2021-11-05,4,KH-16630,570,400,4,10.272
4068,CA-2021-102673,2021-11-01,2021-11-05,4,KH-16630,1004,400,4,47.808
4069,CA-2021-102673,2021-11-01,2021-11-05,4,KH-16630,1742,400,4,978.84
4159,CA-2021-126907,2021-11-01,2021-11-08,7,SM-20950,1100,8,4,15.696
806,CA-2021-134313,2021-11-01,2021-11-07,6,RA-19915,554,556,4,43.176
807,CA-2021-134313,2021-11-01,2021-11-07,6,RA-19915,1753,556,4,1983.968
8389,CA-2021-139423,2021-11-01,2021-11-05,4,DG-13300,440,246,4,76.12
2832,CA-2021-148915,2021-11-01,2021-11-05,4,ND-18370,1329,594,4,443.92
2833,CA-2021-148915,2021-11-01,2021-11-05,4,ND-18370,1838,594,4,155.976
4828,CA-2021-152562,2021-11-01,2021-11-08,7,JO-15145,1380,386,4,69.52
4829,CA-2021-152562,2021-11-01,2021-11-08,7,JO-15145,607,386,4,5.64
5896,CA-2021-168305,2021-11-01,2021-11-08,7,PL-18925,962,499,4,44.4
5897,CA-2021-168305,2021-11-01,2021-11-08,7,PL-18925,1059,499,4,21.4
7559,US-2021-137155,2021-11-01,2021-11-05,4,DL-12925,472,259,4,533.94
7560,US-2021-137155,2021-11-01,2021-11-05,4,DL-12925,1198,259,4,167.94
7561,US-2021-137155,2021-11-01,2021-11-05,4,DL-12925,278,259,4,31.68
4524,CA-2021-107454,2021-11-02,2021-11-06,4,RD-19720,988,264,4,34.86
4525,CA-2021-107454,2021-11-02,2021-11-06,4,RD-19720,318,264,4,89.34
7507,CA-2021-115889,2021-11-02,2021-11-06,4,SH-20395,1712,530,4,46.384
7508,CA-2021-115889,2021-11-02,2021-11-06,4,SH-20395,1316,530,4,362.92
7277,CA-2021-120670,2021-11-02,2021-11-06,4,JK-16120,1598,339,4,799.92
6502,CA-2021-129147,2021-11-02,2021-11-06,4,LC-17050,1840,290,4,539.964
6503,CA-2021-129147,2021-11-02,2021-11-06,4,LC-17050,1774,290,4,50.232
6504,CA-2021-129147,2021-11-02,2021-11-06,4,LC-17050,652,290,4,19.242
7577,CA-2021-134726,2021-11-02,2021-11-07,5,SW-20755,1561,625,3,41.94
7578,CA-2021-134726,2021-11-02,2021-11-07,5,SW-20755,1868,625,3,52.792
6228,CA-2021-148782,2021-11-02,2021-11-07,5,PO-18850,1792,158,4,88.776
8979,CA-2021-119529,2021-11-03,2021-11-05,2,DM-13345,677,246,3,5.76
4759,CA-2021-121573,2021-11-03,2021-11-07,4,SG-20605,1827,262,4,783.96
4760,CA-2021-121573,2021-11-03,2021-11-07,4,SG-20605,826,262,4,48.896
4761,CA-2021-121573,2021-11-03,2021-11-07,4,SG-20605,664,262,4,7.856
3991,CA-2021-137589,2021-11-03,2021-11-08,5,MS-17770,1463,301,4,286.344
6266,CA-2021-146731,2021-11-03,2021-11-08,5,AT-10735,1039,434,4,3.488
6267,CA-2021-146731,2021-11-03,2021-11-08,5,AT-10735,1143,434,4,143.856
9229,CA-2021-153619,2021-11-03,2021-11-03,0,TC-21535,618,499,1,6.72
5706,CA-2021-155593,2021-11-03,2021-11-08,5,RP-19390,1452,197,4,11.64
6430,CA-2021-165764,2021-11-03,2021-11-07,4,SH-20395,1315,409,4,25.984
6431,CA-2021-165764,2021-11-03,2021-11-07,4,SH-20395,369,409,4,945.036
6432,CA-2021-165764,2021-11-03,2021-11-07,4,SH-20395,701,409,4,14.301
6433,CA-2021-165764,2021-11-03,2021-11-07,4,SH-20395,306,409,4,410.352
